timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Filename,Latency,Encoding,Hostname,IdleTime,Connect
1482520732707,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732708,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732708,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732709,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732710,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732710,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732711,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732711,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732712,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732712,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732713,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732713,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732714,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732714,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732715,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732715,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732716,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732716,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732717,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732717,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732718,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732718,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732719,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732720,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732720,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732720,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732721,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732721,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732722,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732723,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732724,0,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,0,UTF-8,alvarogl-SATELLITE-S50-B,0,0
1482520732724,1,Home Page,200,OK,grupo1 1-1,text,true,,11631,183,1,1,http://192.168.56.103/,,1,UTF-8,alvarogl-SATELLITE-S50-B,0,0
